"","communication_channel","call_duration","call_frequency","previous_campaign_outcome","conversion_status","geoid","lead_source","update_me","quater_res","len_business"
"8205","unidentified",128,1,"unidentified","not_converted","MA","Referral Sites","Y","2023 Q1",16
"8207","mobile",32,15,"unidentified","not_converted","ND","Google","N","2023 Q1",2
"8208","mobile",730,1,"unidentified","converted","CO","Organic Search","N","2024 Q1",3
"8209","mobile",117,7,"unidentified","not_converted","SC","Olark Chat","Y","2023 Q4",0
"8210","unidentified",151,3,"unidentified","not_converted","ME","Direct Traffic","Y","2023 Q3",2
"8211","mobile",829,1,"unidentified","not_converted","CO","Olark Chat","N","2024 Q2",0
"8212","unidentified",43,1,"unidentified","not_converted","MO","Google","N","2023 Q4",0
"8213","mobile",97,1,"unidentified","not_converted","MN","Direct Traffic","Y","2024 Q2",12
"8214","unidentified",294,4,"unidentified","not_converted","MA","Direct Traffic","Y","2024 Q2",6
"8215","mobile",810,3,"unsuccessful","converted","TX","Olark Chat","N","2023 Q1",0
"8216","mobile",104,1,"unsuccessful","not_converted","TX","Olark Chat","N","2023 Q4",7
"8217","mobile",183,1,"unidentified","not_converted","RI","Organic Search","N","2023 Q4",19
"8218","mobile",623,2,"unsuccessful","not_converted","TN","Olark Chat","N","2023 Q4",1
"8219","mobile",92,4,"unidentified","not_converted","NH","Google","Y","2024 Q1",1
"8220","unidentified",184,1,"unidentified","not_converted","CT","Google","N","2024 Q2",16
"8223","unidentified",108,4,"unidentified","not_converted","VA","Organic Search","Y","2024 Q2",0
"8224","landline",882,2,"unidentified","not_converted","MO","Organic Search","N","2023 Q3",17
"8225","unidentified",923,3,"unidentified","not_converted","RI","Direct Traffic","N","2023 Q2",12
"8226","mobile",90,2,"unidentified","not_converted","NE","Google","Y","2023 Q3",1
"8227","unidentified",160,3,"unidentified","not_converted","TX","Direct Traffic","Y","2023 Q4",0
"8228","mobile",711,2,"unidentified","not_converted","NM","Reference","Y","2023 Q2",0
"8229","mobile",212,3,"unidentified","not_converted","AL","Direct Traffic","N","2023 Q2",0
"8230","mobile",618,1,"unidentified","converted","AR","Google","N","2024 Q2",4
"8231","mobile",70,1,"unsuccessful","not_converted","TX","Olark Chat","N","2024 Q2",7
"8232","unidentified",209,2,"unidentified","not_converted","SD","Google","N","2023 Q3",20
"8233","mobile",1051,2,"unidentified","not_converted","ME","Google","N","2023 Q2",0
"8234","mobile",564,2,"other_outcome","not_converted","DC","Google","N","2023 Q4",10
"8235","mobile",739,2,"unidentified","converted","LA","Direct Traffic","N","2024 Q1",5
"8236","mobile",374,1,"unidentified","not_converted","OR","Google","Y","2023 Q2",11
"8237","landline",217,1,"unsuccessful","not_converted","NJ","Google","Y","2024 Q2",0
"8239","unidentified",125,1,"unidentified","not_converted","CA","Google","N","2023 Q3",8
"8240","mobile",66,1,"unsuccessful","not_converted","TX","Olark Chat","N","2024 Q2",0
"8241","mobile",99,2,"other_outcome","not_converted","MN","Olark Chat","Y","2023 Q4",0
"8242","unidentified",192,2,"unidentified","not_converted","CO","Google","N","2024 Q1",1
"8243","unidentified",140,1,"unidentified","not_converted","CA","Direct Traffic","N","2023 Q4",0
"8244","landline",177,2,"unidentified","not_converted","ND","Olark Chat","N","2023 Q2",0
"8245","mobile",290,2,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q1",12
"8247","mobile",420,1,"unidentified","not_converted","GA","Google","Y","2024 Q1",5
"8248","mobile",108,2,"unidentified","not_converted","OH","Direct Traffic","N","2024 Q1",6
"8249","mobile",219,10,"unidentified","not_converted","TN","Google","Y","2024 Q2",11
"8250","mobile",329,2,"unidentified","not_converted","NM","Google","N","2024 Q1",6
"8251","landline",383,1,"unidentified","converted","ID","Direct Traffic","N","2023 Q2",0
"8253","unidentified",286,1,"unidentified","not_converted","OH","Olark Chat","Y","2023 Q1",4
"8254","mobile",413,1,"unidentified","not_converted","MO","Organic Search","N","2023 Q1",20
"8255","mobile",21,25,"unidentified","not_converted","AK","Google","N","2023 Q1",0
"8256","mobile",258,1,"unsuccessful","not_converted","MA","Google","N","2023 Q1",3
"8257","unidentified",132,1,"unidentified","not_converted","OK","Google","N","2023 Q2",5
"8258","landline",97,1,"unidentified","converted","CO","Direct Traffic","Y","2023 Q2",0
"8259","mobile",122,1,"unidentified","not_converted","NH","Organic Search","Y","2023 Q1",2
"8260","unidentified",273,1,"unidentified","not_converted","DE","Olark Chat","Y","2023 Q3",1
"8262","mobile",43,4,"unidentified","not_converted","AZ","Direct Traffic","N","2024 Q1",18
"8263","mobile",498,2,"unidentified","not_converted","TX","Olark Chat","N","2023 Q1",0
"8264","mobile",199,1,"unidentified","not_converted","HI","Direct Traffic","Y","2024 Q1",0
"8265","mobile",172,1,"unidentified","not_converted","OK","Olark Chat","N","2023 Q1",20
"8266","unidentified",228,1,"unidentified","not_converted","FL","Organic Search","N","2023 Q1",14
"8267","unidentified",657,5,"unidentified","not_converted","PA","Direct Traffic","Y","2023 Q4",0
"8268","mobile",197,2,"unsuccessful","not_converted","CA","Google","Y","2023 Q1",0
"8269","mobile",102,2,"unidentified","not_converted","AK","Direct Traffic","N","2023 Q2",1
"8270","landline",150,5,"unidentified","not_converted","CO","Organic Search","N","2023 Q4",0
"8271","unidentified",252,1,"unidentified","not_converted","UT","Organic Search","N","2023 Q4",6
"8272","unidentified",150,6,"unidentified","not_converted","TX","Google","N","2024 Q1",5
"8273","mobile",118,2,"unidentified","not_converted","IA","Organic Search","Y","2023 Q4",3
"8275","mobile",72,3,"unsuccessful","not_converted","NH","Direct Traffic","N","2023 Q2",12
"8276","mobile",123,1,"unsuccessful","not_converted","MN","Google","Y","2023 Q3",18
"8277","mobile",324,1,"unsuccessful","not_converted","CA","Google","Y","2023 Q4",0
"8278","mobile",377,6,"unidentified","converted","UT","Google","N","2023 Q4",19
"8279","mobile",536,5,"unidentified","converted","WI","Google","Y","2023 Q3",3
"8280","mobile",774,1,"unidentified","not_converted","SC","Direct Traffic","Y","2023 Q2",13
"8281","landline",50,3,"unidentified","not_converted","LA","Direct Traffic","N","2024 Q2",17
"8282","unidentified",65,6,"unidentified","not_converted","FL","Olark Chat","N","2024 Q1",7
"8283","mobile",168,2,"unidentified","not_converted","OK","Google","N","2023 Q1",17
"8284","mobile",133,1,"unidentified","not_converted","NY","Direct Traffic","Y","2023 Q4",0
"8285","mobile",64,1,"unsuccessful","not_converted","UT","Reference","N","2023 Q4",0
"8286","mobile",299,2,"unidentified","not_converted","IN","Olark Chat","N","2024 Q2",18
"8287","unidentified",685,2,"unidentified","not_converted","HI","Direct Traffic","N","2024 Q1",0
"8288","mobile",73,2,"unidentified","not_converted","MS","Olark Chat","Y","2023 Q4",19
"8289","mobile",1017,4,"unidentified","converted","MA","Olark Chat","N","2024 Q2",0
"8290","mobile",70,3,"unidentified","not_converted","VT","Organic Search","N","2023 Q3",0
"8291","mobile",50,1,"unidentified","not_converted","AK","Google","N","2023 Q1",7
"8292","mobile",176,2,"unsuccessful","not_converted","MA","Direct Traffic","Y","2023 Q4",10
"8294","mobile",247,1,"unsuccessful","not_converted","WV","Reference","Y","2024 Q2",2
"8295","unidentified",142,10,"unidentified","not_converted","CA","Google","Y","2024 Q1",8
"8296","unidentified",68,2,"unidentified","not_converted","WI","Organic Search","Y","2023 Q3",10
"8298","unidentified",294,1,"unidentified","not_converted","WA","Direct Traffic","Y","2024 Q1",3
"8299","mobile",277,3,"unidentified","not_converted","OH","Direct Traffic","Y","2023 Q2",14
"8300","mobile",311,3,"unsuccessful","not_converted","TX","Direct Traffic","N","2023 Q2",17
"8301","mobile",498,1,"unidentified","not_converted","HI","Google","Y","2023 Q2",19
"8302","mobile",272,4,"unidentified","not_converted","MS","Organic Search","Y","2023 Q3",18
"8303","mobile",140,1,"unidentified","converted","CO","Direct Traffic","N","2023 Q4",3
"8304","mobile",362,1,"unidentified","not_converted","OR","Direct Traffic","Y","2023 Q3",15
"8305","mobile",326,3,"successful","not_converted","ND","Direct Traffic","N","2023 Q2",0
"8306","unidentified",45,1,"unidentified","not_converted","SD","Reference","Y","2024 Q2",0
"8307","unidentified",162,1,"unidentified","not_converted","TX","Organic Search","Y","2023 Q3",14
"8308","mobile",144,2,"unidentified","not_converted","CO","Google","Y","2023 Q1",18
"8309","unidentified",43,11,"unidentified","not_converted","DE","Reference","N","2024 Q1",0
"8310","mobile",75,3,"unidentified","not_converted","WI","Google","N","2023 Q3",0
"8311","mobile",227,3,"unidentified","not_converted","WA","Google","N","2023 Q3",0
"8312","mobile",286,2,"unidentified","converted","CO","Google","N","2024 Q1",4
"8313","mobile",1204,1,"unidentified","converted","NY","Olark Chat","Y","2024 Q2",0
"8314","mobile",249,1,"unidentified","not_converted","TX","Google","Y","2024 Q1",6
"8316","landline",340,2,"unidentified","not_converted","HI","Direct Traffic","Y","2024 Q2",16
"8317","mobile",218,1,"other_outcome","not_converted","AZ","Google","N","2023 Q4",0
"8318","unidentified",229,1,"unidentified","not_converted","CO","Organic Search","Y","2023 Q1",0
"8319","mobile",620,1,"other_outcome","not_converted","NM","Direct Traffic","Y","2024 Q1",0
"8320","mobile",377,1,"unidentified","converted","CO","Google","N","2024 Q1",11
"8321","landline",345,2,"unidentified","not_converted","MA","Direct Traffic","N","2023 Q3",15
"8322","unidentified",256,8,"unidentified","not_converted","MO","Olark Chat","Y","2024 Q2",18
"8323","mobile",516,1,"unidentified","not_converted","CA","Referral Sites","N","2024 Q1",0
"8325","unidentified",102,2,"unidentified","not_converted","AR","Google","N","2024 Q1",18
"8326","mobile",251,1,"unsuccessful","not_converted","CO","Google","N","2023 Q3",17
"8327","mobile",68,1,"unidentified","not_converted","CA","Google","N","2023 Q3",18
"8328","unidentified",135,3,"unidentified","not_converted","CA","Olark Chat","N","2023 Q3",0
"8329","unidentified",183,4,"unidentified","not_converted","CT","Olark Chat","N","2023 Q3",20
"8330","mobile",202,2,"unidentified","not_converted","MD","Direct Traffic","Y","2023 Q3",10
"8331","landline",171,1,"unidentified","converted","MN","Olark Chat","N","2023 Q2",4
"8332","landline",126,3,"other_outcome","not_converted","MT","Google","Y","2023 Q3",0
"8333","unidentified",84,3,"unidentified","not_converted","CA","Google","N","2024 Q1",18
"8334","unidentified",255,2,"unidentified","not_converted","CO","Organic Search","Y","2023 Q3",6
"8335","unidentified",192,1,"unidentified","not_converted","AR","Google","Y","2023 Q4",0
"8336","unidentified",221,4,"unidentified","not_converted","AR","Google","N","2024 Q2",3
"8337","mobile",314,1,"unidentified","not_converted","OK","Google","N","2023 Q3",0
"8338","unidentified",854,2,"unidentified","converted","FL","Google","N","2023 Q1",0
"8339","unidentified",197,3,"unidentified","not_converted","OK","Reference","N","2023 Q3",7
"8340","unidentified",354,2,"unidentified","not_converted","TX","Google","N","2024 Q1",0
"8341","mobile",309,1,"unidentified","not_converted","TX","Olark Chat","Y","2023 Q2",7
"8342","landline",141,1,"unidentified","not_converted","WV","Reference","Y","2024 Q2",11
"8343","mobile",189,1,"other_outcome","not_converted","AK","Direct Traffic","N","2023 Q1",0
"8344","landline",37,2,"unidentified","not_converted","LA","Google","N","2023 Q4",3
"8345","mobile",215,3,"successful","converted","FL","Direct Traffic","Y","2023 Q2",18
"8346","mobile",899,1,"unidentified","converted","IA","Reference","Y","2024 Q1",3
"8347","mobile",559,4,"unidentified","converted","TN","Olark Chat","N","2023 Q2",9
"8348","mobile",101,4,"unidentified","not_converted","PA","Olark Chat","N","2024 Q2",4
"8349","unidentified",93,3,"unidentified","not_converted","IN","Google","N","2023 Q3",9
"8350","unidentified",442,3,"unidentified","not_converted","NJ","Olark Chat","Y","2024 Q1",5
"8351","landline",350,3,"unidentified","not_converted","SD","Direct Traffic","Y","2023 Q4",0
"8352","mobile",720,1,"unsuccessful","not_converted","MN","Organic Search","N","2023 Q3",14
"8353","mobile",267,4,"unsuccessful","not_converted","AZ","Direct Traffic","N","2023 Q4",0
"8354","unidentified",92,3,"unidentified","not_converted","AK","Google","N","2023 Q1",9
"8355","unidentified",181,4,"unidentified","not_converted","TX","Google","N","2024 Q1",13
"8356","unidentified",141,3,"unidentified","not_converted","CA","Olark Chat","N","2023 Q4",2
"8357","unidentified",119,1,"unidentified","not_converted","SC","Google","N","2024 Q1",20
"8359","unidentified",168,8,"unidentified","not_converted","VT","Olark Chat","N","2023 Q4",0
"8360","mobile",164,2,"unidentified","not_converted","ME","Organic Search","Y","2023 Q4",7
"8361","mobile",604,2,"other_outcome","not_converted","TX","Olark Chat","Y","2024 Q1",2
"8362","mobile",368,1,"unidentified","not_converted","OR","Direct Traffic","N","2024 Q1",9
"8364","mobile",318,3,"unidentified","not_converted","GA","Direct Traffic","N","2023 Q1",5
"8365","mobile",74,2,"unidentified","not_converted","AL","Google","N","2023 Q4",7
"8367","mobile",90,1,"unsuccessful","not_converted","OK","Direct Traffic","N","2024 Q2",0
"8368","unidentified",475,2,"unidentified","not_converted","OK","Google","N","2024 Q1",0
"8369","mobile",28,2,"unidentified","not_converted","HI","Google","N","2023 Q2",11
"8370","unidentified",199,1,"unidentified","not_converted","AK","Google","N","2024 Q2",0
"8371","mobile",81,1,"unidentified","not_converted","MI","Direct Traffic","N","2024 Q1",15
"8372","mobile",161,1,"unidentified","not_converted","NE","Direct Traffic","N","2024 Q1",12
"8373","mobile",356,1,"unidentified","not_converted","LA","Direct Traffic","Y","2023 Q3",16
"8374","mobile",193,1,"unidentified","not_converted","PA","Organic Search","Y","2024 Q2",8
"8375","mobile",272,6,"unidentified","not_converted","MD","","Y","2024 Q1",1
"8376","landline",1307,2,"unidentified","not_converted","MI","Google","N","2023 Q1",19
"8377","mobile",233,4,"unidentified","not_converted","AL","Direct Traffic","N","2023 Q3",14
"8378","mobile",3102,3,"unidentified","converted","OK","Olark Chat","N","2023 Q2",18
"8379","landline",243,5,"unidentified","not_converted","CO","Google","N","2024 Q2",10
"8381","mobile",219,2,"unsuccessful","not_converted","ID","Google","N","2023 Q2",0
"8382","unidentified",269,1,"unidentified","not_converted","AK","Organic Search","N","2023 Q2",9
"8383","mobile",119,1,"unidentified","converted","UT","Organic Search","Y","2024 Q1",16
"8384","mobile",767,2,"unidentified","converted","TX","Direct Traffic","N","2024 Q1",17
"8385","mobile",332,3,"unidentified","not_converted","WI","Olark Chat","N","2023 Q4",8
"8386","unidentified",366,2,"unidentified","not_converted","MO","Direct Traffic","N","2023 Q3",0
"8387","landline",155,2,"unidentified","not_converted","DE","Google","N","2023 Q1",18
"8389","unidentified",65,1,"unidentified","not_converted","MI","Google","Y","2024 Q1",0
"8392","mobile",91,2,"unsuccessful","not_converted","IN","Google","Y","2023 Q1",0
"8393","mobile",135,1,"unidentified","not_converted","VT","Google","Y","2023 Q1",4
"8394","unidentified",83,3,"unidentified","not_converted","NC","Direct Traffic","N","2023 Q4",7
"8395","landline",16,9,"unidentified","not_converted","VA","Direct Traffic","Y","2023 Q3",7
"8396","unidentified",89,1,"unidentified","not_converted","UT","Direct Traffic","Y","2024 Q2",13
"8397","unidentified",237,1,"unidentified","not_converted","SD","Direct Traffic","N","2023 Q2",0
"8398","landline",176,5,"unidentified","not_converted","NH","Organic Search","N","2024 Q2",0
"8399","landline",251,2,"unidentified","not_converted","TX","Olark Chat","Y","2024 Q2",18
"8400","unidentified",78,10,"unidentified","not_converted","LA","Direct Traffic","Y","2024 Q1",12
"8401","unidentified",18,3,"unidentified","not_converted","WA","Reference","N","2024 Q2",11
